Account__c,RecordTypeId,Type__c,Status__c,CurrencyIsoCode,AutoRenewal__c,Primary__c,BillingConditions__c,InvoiceSendingMethod__c,PaymentMethod__c,SendInvoiceTo__c,BillingInstructions__c,PurchaseOrderRequired__c,PurchaseOrderReference__c,PurchaseOrderRequestDate__c,BillingBusinessName__c,BillingDepartment__c,BillingAddress__Street__s,BillingAddress__City__s,BillingAddress__PostalCode__s,BillingAddress__CountryCode__s,ShippingBusinessName__c,ShippingDepartment__c,ShippingAddress__Street__s,ShippingAddress__City__s,ShippingAddress__CountryCode__s,BillingContact__c,CashCollectionContact__c,SourceOpportunity__c
001IV000015S2eSYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,fmcfr.ap@fmc.com,Redevance 2026,false,,,FMC FRANCE sasu,,11 bis Quai Perrache,LYON,69002,FR,FMC FRANCE sasu,Facture originale électronique à,fmcfr.ap@fmc.com,.,FR,003IV000010tIdxYAE,003IV000010tIdxYAE,006ci00000SrNPXAA3
001IV000015S8j7YAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,fmof_stjean.invoices@tenneco.com,Redevance 2026,false,,,FEDERAL MOGUL OPERATIONS FRANCE SAS,,13 Place Paul Bert,ST JEAN DE LA RUELLE,45140,FR,FEDERAL MOGUL OPERATIONS FRANCE SAS,Facture originale électronique à,fmof_stjean.invoices@tenneco.com,.,FR,003IV000010tSn5YAE,003IV000010tSn4YAE,006ci00000SrNPYAA3
001IV000015RewDYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,fournisseurs.compta@montpellier-bs.com,Redevance 2026,false,,,MBS association,Montpellier Business School,"2300, Avenue des Moulins",MONTPELLIER,34185,FR,MBS association,Facture originale électronique à,fournisseurs.compta@montpellier-bs.com,.,FR,003IV000010tIiFYAU,003IV000010t3BdYAI,006ci00000SrNPZAA3
001IV000015SAHpYAO,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,60 days,Email,Transfer,fournisseurs.remymartin@remyècointreau.com,Redevance 2026,true,,2026-01-01,E.Remy Martin & C°,,1208 avenue de la Grande Champagne,COGNAC,16100,FR,E.Remy Martin & Cie sasu,Facture originale électronique à,fournisseurs.remymartin@remyècointreau.com,.,FR,003IV000010t6sEYAQ,003IV000010t6sEYAQ,006ci00000SrNPaAAN
001IV000015S6ZxYAK,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,fournisseurs@abrisud.fr,Redevance 2026,false,,,ABRISUD sasu,Comptabilité Fournisseurs,ZI du Pont Peyrin,L'ISLE JOURDAIN,32600,FR,ABRISUD sasu,Facture originale électronique à,fournisseurs@abrisud.fr,.,FR,003IV000010tQHrYAM,003IV000010tQHrYAM,006ci00000SrNPbAAN
001IV000015SAHtYAO,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,fournisseurs@locmaria.fr,Redevance 2026,false,,,LOC MARIA BISCUITS sasu,,1 rue de Pélineuc,LANVALLAY,22100,FR,LOC MARIA BISCUITS sasu,Facture originale électronique à,fournisseurs@locmaria.fr,.,FR,003IV000010tJa4YAE,003IV000010tJa4YAE,006ci00000SrNPcAAN
001IV000015S861YAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Direct Debit,fournisseurs@styves.uco.fr,Redevance 2026,false,,,ASSOCIATION SAINT-YVES (UCO),,3 place André Leroy - BP 10808,ANGERS CEDEX 1,49008,FR,ASSOCIATION SAINT-YVES (UCO),Facture originale électronique à,fournisseurs@styves.uco.fr,.,FR,003IV000010su86YAA,003IV000010su86YAA,006ci00000SrNPdAAN
001IV000015RyE9YAK,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,45 days,Email,Transfer,frap@parker.com,Redevance 2026,false,,,PARKER HANNIFIN FRANCE sasu,,17 Rue des Bûchillons  CS80524 Ville la Grand,ANNEMASSE CEDEX,74112,FR,PARKER HANNIFIN FRANCE sasu,Facture originale électronique à,frap@parker.com,.,FR,003IV000010tJZoYAM,003IV000010tJZoYAM,006ci00000SrNPeAAN
001IV000015S8iQYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,frsaccountspayable.ccc@kuraray.com,Redevance 2026,false,,,CHEMVIRON FRANCE SAS,,58 Avenue de Wagram,PARIS,75017,FR,CHEMVIRON FRANCE SAS,Facture originale électronique à,frsaccountspayable.ccc@kuraray.com,.,FR,003IV000010tJZXYA2,003IV000010tJZXYA2,006ci00000SrNPfAAN
001IV000015RyE3YAK,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,frsapservices@columbia.com,Redevance 2026,false,,,COLUMBIA SPORTSWEAR DISTRIBUTION sas,,1542 avenue des Deux Vallées -   Parc d'activité Actipole de l'A2,RAILLENCOURT-SAINTE-OLLE,59554,FR,COLUMBIA SPORTSWEAR DISTRIBUTION sas,Facture originale électronique à,frsapservices@columbia.com,.,FR,003IV000010tJajYAE,003IV000010tJajYAE,006ci00000SrNPgAAN
001IV000015S2eGYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,frsu.compta.fournisseurs@swisskrono.com,Redevance 2026,false,,,SWISS KRONO SAS,Service Comptabilité fournisseurs,Route de Cerdon,SULLY SUR LOIRE,45600,FR,SWISS KRONO SAS,Facture originale électronique à,frsu.compta.fournisseurs@swisskrono.com,.,FR,003IV000010tRW3YAM,003IV000010tRW3YAM,006ci00000SrNPhAAN
001IV000015SAFjYAO,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,g.paugam@groupe-telegramme-services.fr,Redevance 2026,false,,,GROUPE TELEGRAMME SERVICES sasu,,7 Voie d'accès au Port,MORLAIX,29600,FR,GROUPE TELEGRAMME SERVICES sasu,Facture originale électronique à,g.paugam@groupe-telegramme-services.fr,.,FR,003IV000010su8uYAA,003IV000010su8uYAA,006ci00000SrNPiAAN
001IV000015RzTdYAK,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,g_lfr_comptabilite@lindalgroup.com,Redevance 2026,false,,,LINDAL FRANCE sas,,4 rue Gustave Eiffel,VAL DE BRIEY,54150,FR,LINDAL FRANCE sas,Facture originale électronique à,g_lfr_comptabilite@lindalgroup.com,.,FR,003IV000010tPaKYAU,003IV000010tPaKYAU,006ci00000SrNPjAAN
001IV000015S2eYYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,gabriel.dalin@ball.com,Redevance 2026,false,,,BALL AEROSOL PACKAGING FRANCE S.A.S,,"105 imp de la Valserine, Chatillon en Michaille",VALSERHONE,1200,FR,BALL AEROSOL PACKAGING FRANCE S.A.S,Facture originale électronique à,gabriel.dalin@ball.com,.,FR,003IV000010tRdYYAU,003IV000010tRdYYAU,006ci00000SrNPkAAN
001IV000015RzTLYA0,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,gaelle.demeule@st-ji.com,Redevance 2026,false,,,SAINT JEAN INDUSTRIES sas,,"ZAC Des Gouchoux, BP186",SAINT JEAN D'ARDIERES,69220,FR,SAINT JEAN INDUSTRIES sas,Facture originale électronique à,gaelle.demeule@st-ji.com,.,FR,003IV000010su8cYAA,003IV000010su8cYAA,006ci00000SrNPlAAN
001IV000015RzThYAK,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,gbr-wantage.frssc-ap@eur.crowncork.com,Redevance 2026,false,,,CROWN BEVCAN FRANCE SAS,,203 Boulevard de Finland Parc Eiffel -   Energie BP 18,CUSTINES,54670,FR,CROWN BEVCAN FRANCE SAS,Facture originale électronique à,gbr-wantage.frssc-ap@eur.crowncork.com,.,FR,003IV000010tJZyYAM,003IV000010tJZyYAM,006ci00000SrNPmAAN
001IV000015S8iPYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,gfaucher@littelfuse.com,Redevance 2026,true,,2026-01-01,C&K COMPONENTS SAS,,2 Rue Berthollet,DOLE,39100,FR,C&K COMPONENTS SAS,Facture originale électronique à,gfaucher@littelfuse.com,.,FR,003IV000010tJZPYA2,003IV000010tJZPYA2,006ci00000SrNPnAAN
001IV000015S8ibYAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,helene.valaize@estivin.fr,Redevance 2026,false,,,ESTIVIN GROUPE HOLDING FINANCE sas - EGHF,Service RH,Avenue Vatel,TOURS,37000,FR,ESTIVIN GROUPE HOLDING FINANCE sas - EGHF,Facture originale électronique à,helene.valaize@estivin.fr,.,FR,003IV000010tIe1YAE,003IV000010tIe1YAE,006ci00000SrNPoAAN
001IV000015SAI7YAO,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,45 days,Email,Transfer,hmcinvoices@hmclause.com,Redevance 2026,false,,,HM CLAUSE sas,,83 Rue Louis de Saillant,PORTES-LES-VALENCE,26800,FR,HM CLAUSE sas,Facture originale électronique à,hmcinvoices@hmclause.com,.,FR,003IV000010su92YAA,003IV000010su91YAA,006ci00000SrNPpAAN
001IV000015S2eXYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,i.leroy@sarrel.com,Redevance 2026,false,,,SARREL sas,RH,38 Rue Paul Chevalier,MAROLLES LES BRAULTS,72260,FR,SARREL sas,Facture originale électronique à,i.leroy@sarrel.com,.,FR,003IV000010tRWkYAM,003IV000010tRWkYAM,006ci00000SrNPqAAN
001IV000015RyDgYAK,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,60 days,Email,Transfer,ice_1296@basf.com,Redevance 2026,true,,2026-01-01,BASF AGRI PRODUCTION SAS,,21 Chemin de la Sauvegarde,ECULLY CEDEX,69130,FR,BASF AGRI PRODUCTION SAS,Facture originale électronique à,ice_1296@basf.com,.,FR,003IV000010tI5EYAU,003IV000010tI5EYAU,006ci00000SrNPrAAN
001IV000015S8inYAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,industries.fact@cofel.biz,Redevance 2026,false,,,COFEL INDUSTRIES sasu,,57 rue Yves Kermen,BOULOGNE BILLANCOURT,92100,FR,COFEL INDUSTRIES sasu,Facture originale électronique à,industries.fact@cofel.biz,.,FR,003IV000010rnuiYAA,003IV000010tIiIYAU,006ci00000SrNPsAAN
001IV000015S85jYAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,invoice.0070@mewa.fr,Redevance 2026,false,,,SARL MEWA,,Rue Gebauer,AVERMES,3000,FR,SARL MEWA,Facture originale électronique à,invoice.0070@mewa.fr,.,FR,003IV000010rLDWYA2,003IV000010rLDWYA2,006ci00000SrNPtAAN
001IV000015SAFhYAO,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,invoice.france@ipaper.com,Redevance 2026,false,,,INTERNATIONAL PAPER SAINT-AMAND SAS,,Avenue de la Gare,SAINT AMAND VILLAGES,50160,FR,INTERNATIONAL PAPER SAINT-AMAND SAS,Facture originale électronique à,invoice.france@ipaper.com,.,FR,003IV000010t301YAA,003IV000010t301YAA,006ci00000SrNPuAAN
001IV000015SAFaYAO,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,invoice@mavic.com,Redevance 2026,false,,,MAVIC GROUP sasu,,44 rue Saturne,CHAVANOD,74650,FR,MAVIC GROUP sasu,Facture originale électronique à,invoice@mavic.com,.,FR,003IV000010t2QMYAY,003IV000010t2QMYAY,006ci00000SrNPvAAN
001IV000015RzTRYA0,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,invoice@minitubes.com,Redevance 2026,true,,2026-01-01,MINITUBES sas,,21 Rue Jean Vaujany,GRENOBLE,38100,FR,MINITUBES sas,Facture originale électronique à,invoice@minitubes.com,.,FR,003IV000010tJaeYAE,003IV000010tJaeYAE,006ci00000SrNPwAAN
001IV000015S509YAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,invoice@sacmi.fr,Redevance 2026,false,,,SACMI sas,SOCIETE SAVOYARDE DE CONSTRUCTION     ET DE MATERIEL INDUSTRIEL sas,396 route des Chênes,GILLY SUR ISERE,73200,FR,SACMI sas,Facture originale électronique à,invoice@sacmi.fr,.,FR,003IV000010tQHbYAM,003IV000010tQHbYAM,006ci00000SrNPxAAN
001IV000015SADpYAO,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,invoicedaregal@daregal.fr,Redevance 2026,false,,,DAREGAL sas,,6 Boulevard du Maréchal Joffre,MILLY LA FORET,91490,FR,DAREGAL sas,Facture originale électronique à,invoicedaregal@daregal.fr,.,FR,003IV000010rv3VYAQ,003IV000010rv3VYAQ,006ci00000SrNPyAAN
001IV000015S86AYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,invoice-fr@haribo.com,Redevance 2026,false,,,HARIBO RICQLES ZAN sa,,67 Boulevard du Capitaine Gèze,MARSEILLE,13014,FR,HARIBO RICQLES ZAN sa,Facture originale électronique à,invoice-fr@haribo.com,.,FR,003IV000010tRdrYAE,003IV000010tRdrYAE,006ci00000SrNPzAAN
001IV000015S4lCYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,45 days,Email,Transfer,invoice-fr@lindt.com,Redevance 2026,false,,,LINDT & SPRUNGLI sas,,112 avenue Kléber,PARIS,75116,FR,LINDT & SPRUNGLI sas,Facture originale électronique à,invoice-fr@lindt.com,.,FR,003IV000010tRyuYAE,003IV000010tRUIYA2,006ci00000SrNQ0AAN
001IV000015SAFcYAO,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,invoices.courville@metalor.com,Redevance 2026,false,,,METALOR TECHNOLOGIES ELECTROTECHNICS FRANCE sasu,,Rue des Aquées - BP 29,COURVILLE SUR EURE,28190,FR,METALOR TECHNOLOGIES ELECTROTECHNICS FRANCE sasu,Facture originale électronique à,invoices.courville@metalor.com,.,FR,003IV000010t2GbYAI,003IV000010t2GbYAI,006ci00000SrNQ1AAN
001IV000015SAI8YAO,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,60 days,Email,Transfer,invoices.mcs@mersen.com,Redevance 2026,false,,,MERSEN CORPORATE SERVICES SAS,,Tour Trinity - 1 bis Place de la Défense,COURBEVOIE,92400,FR,MERSEN CORPORATE SERVICES SAS,Facture originale électronique à,invoices.mcs@mersen.com,.,FR,003IV000010su9FYAQ,003IV000010su9FYAQ,006ci00000SrNQ2AAN
001IV000015RyL1YAK,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,invoices.upsa.fr@upsa-ph.com,Redevance 2026,true,,2026-01-01,UPSA sasu,,3 rue Joseph Monier,RUEIL-MALMAISON,92500,FR,UPSA sasu,Facture originale électronique à,invoices.upsa.fr@upsa-ph.com,.,FR,003IV000010tJXbYAM,003IV000010tJXbYAM,006ci00000SrNQ3AAN
001IV000015S2eDYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,invoices@fieldturftarkett.com,Redevance 2026,false,,,FIELDTURF TARKETT sasu,,91 rue Chateaubriand,AUCHEL,62260,FR,FIELDTURF TARKETT sasu,Facture originale électronique à,invoices@fieldturftarkett.com,.,FR,003IV000010tRW4YAM,003IV000010tRW4YAM,006ci00000SrNQ4AAN
001IV000015S8iWYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,60 days,Email,Transfer,invoices@redoute.com,Redevance 2026,false,,,LA REDOUTE sasu,Service recrutement - DRH1200,110 Rue de Blanchemaille,ROUBAIX,59100,FR,LA REDOUTE sasu,Facture originale électronique à,invoices@redoute.com,.,FR,003IV000010sxGwYAI,003IV000010tWWPYA2,006ci00000SrNQ5AAN
001IV000015S2eLYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,60 days,Email,Transfer,Invoices_Imerys.FR@email.basware.com,Redevance 2026,true,,2026-01-01,IMERYS SA,,43 Quai de Grenelle,PARIS,75015,FR,IMERYS SA,Facture originale électronique à,Invoices_Imerys.FR@email.basware.com,.,FR,003IV000010su8CYAQ,003IV000010su8CYAQ,006ci00000SrNQ6AAN
001IV000015S2eIYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,invoices_quadient@quadient.com,Redevance 2026,false,,,QUADIENT FRANCE sas,,7 Rue Henri Becquerel,RUEIL MALMAISON,92500,FR,QUADIENT FRANCE sas,Facture originale électronique à,invoices_quadient@quadient.com,.,FR,003IV000010tRWEYA2,003IV000010tRWEYA2,006ci00000SrNQ7AAN
001IV000015S8nNYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,invoices-duchavany@gindre.com,Redevance 2026,false,,,GINDRE DUCHAVANY,,31 rue Giffard,PONT DE CHERUY,38230,FR,GINDRE DUCHAVANY,Facture originale électronique à,invoices-duchavany@gindre.com,.,FR,003IV000010tRWDYA2,003IV000010tRWDYA2,006ci00000SrNQ8AAN
001IV000015S6ZzYAK,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,isabelle.bruneel@soflacobat.fr,Redevance 2026,false,,,SOFLACOBAT sas,,940 Route de Strazeele,CAESTRE,59190,FR,SOFLACOBAT sas,Facture originale électronique à,isabelle.bruneel@soflacobat.fr,.,FR,003IV000010sxFiYAI,003IV000010tPaXYAU,006ci00000SrNQ9AAN
001IV000015S8ivYAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,j.godof@lacroix.group,Redevance 2026,false,,,KELIAS sasu,,8 Impasse du Bourrelier -   BP 30004,SAINT HERBLAIN CEDEX,44801,FR,KELIAS sasu,Facture originale électronique à,j.godof@lacroix.group,.,FR,003IV000010tSmaYAE,003IV000010tSmaYAE,006ci00000SrNQAAA3
001IV000015SAIAYA4,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,jdagoreau@savoy-moulage.com,Redevance 2026,false,,,SAVOY MOULAGE sasu,,52 Rue Guillaume Fichet,CLUSES,74300,FR,SAVOY MOULAGE sasu,Facture originale électronique à,jdagoreau@savoy-moulage.com,.,FR,003IV000010t9x4YAA,003IV000010t9x4YAA,006ci00000SrNQBAA3
001IV000015S2SLYA0,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,jeremy.rosamond@sa-deneuville.fr,Redevance 2026,false,,,DE NEUVILLE sas,,8 promenade de la Chocolaterie,NOISEL,77186,FR,DE NEUVILLE sas,Facture originale électronique à,jeremy.rosamond@sa-deneuville.fr,.,FR,003IV000010t2AgYAI,003IV000010t2AgYAI,006ci00000SrNQCAA3
001IV000015S2SPYA0,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,jerome.cottereau@qualiform.pro,Redevance 2026,false,,,QUALIFORM sasu,,Route d'Arfontaine - Parc Industriel Ouest Veyziat,OYONNAX,1100,FR,QUALIFORM sasu,Facture originale électronique à,jerome.cottereau@qualiform.pro,.,FR,003IV000010su89YAA,003IV000010su89YAA,006ci00000SrNQDAA3
001IV000015S50NYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,julia.rioult@axe-group.com,Redevance 2026,false,,,AXE GROUP sas,Service RH,661 rue de la Libération,SANT DESIR,14100,FR,AXE GROUP sas,Facture originale électronique à,julia.rioult@axe-group.com,.,FR,003IV000010tQHlYAM,003IV000010su8JYAQ,006ci00000SrNQEAA3
001IV000015RewLYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,julie.jerome@gates.com,Redevance 2026,false,,,GATES SAS,,111 Rue Francis Garnier,NEVERS,58000,FR,GATES SAS,Facture originale électronique à,julie.jerome@gates.com,.,FR,003IV000010tRTfYAM,003IV000010tRTfYAM,006ci00000SrNQFAA3
001IV000015S85nYAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,kalistrut.accountpayable@pccairframe.com,Redevance 2026,false,,,KALISTRUT AEROSPACE sasu,,1 Avenue Marc Seguin,SAINT-VALLIER,26240,FR,KALISTRUT AEROSPACE sasu,Facture originale électronique à,kalistrut.accountpayable@pccairframe.com,.,FR,003IV000010tJasYAE,003IV000010tJasYAE,006ci00000SrNQGAA3
001IV000015RyDsYAK,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,karine.rignaux@nobelautomotive.com,Redevance 2026,false,,,NOBEL PLASTIQUES sasu,,"Rue de l'Europe, ZI Marolles",VITRY LE FRANCOIS,51300,FR,NOBEL PLASTIQUES sasu,Facture originale électronique à,karine.rignaux@nobelautomotive.com,.,FR,003IV000010sxGvYAI,003IV000010sxGvYAI,006ci00000SrNQHAA3
001IV000015S2eJYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,kathy.toutlemonde@bausch.com,Redevance 2026,false,,,LABORATOIRE CHAUVIN sas,,ZI de Ripotier -   50 Avenue Jean Monnet,AUBENAS,7200,FR,LABORATOIRE CHAUVIN sas,Facture originale électronique à,kathy.toutlemonde@bausch.com,.,FR,003IV000010t8Y4YAI,003IV000010t8Y4YAI,006ci00000SrNQIAA3
001IV000015S8iuYAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,kuhnsa.supplierinvoice@kuhn.com,Redevance 2026,true,,2026-01-01,KUHN SAS,,4 impasse des Fabriques,SAVERNE,67700,FR,KUHN SAS,Facture originale électronique à,kuhnsa.supplierinvoice@kuhn.com,.,FR,003IV000010tSkWYAU,003IV000010tSkWYAU,006ci00000SrNQJAA3
001IV000015S86GYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,laurence.zimmermann@sealedair.com,Redevance 2026,false,,,SEALED AIR SAS,,53 Rue Saint- Denis,EPERNON,28230,FR,SEALED AIR SAS,Facture originale électronique à,laurence.zimmermann@sealedair.com,.,FR,003IV000010t1hzYAA,003IV000010t1hzYAA,006ci00000SrNQKAA3
001IV000015RyDyYAK,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,laurent.guilmin@wkw-group.com,Redevance 2026,false,,,WKW FRANCE sarl,,Les Molières - Route de Richerenches - BP 24,VALEREAS,84600,FR,WKW FRANCE sarl,Facture originale électronique à,laurent.guilmin@wkw-group.com,.,FR,003IV000010su9DYAQ,003IV000010su9DYAQ,006ci00000SrNQLAA3
001IV000015S8j1YAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,LFBBIOMEDICAMENTS@email.basware.com,Redevance 2026,true,,2026-01-01,LFB BIOMEDICAMENTS sa,,Za de Courtaboeuf - Les Ulis  3 Avenue des Tropiques,LES ULIS,91940,FR,LFB BIOMEDICAMENTS sa,Facture originale électronique à,LFBBIOMEDICAMENTS@email.basware.com,.,FR,003IV000010tSnNYAU,003IV000010tSnNYAU,006ci00000SrNQMAA3
001IV000015RzTUYA0,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,lmetzger@smlf.fr,Redevance 2026,false,,,SOCIETE METALLURGIQUE LIOTARD FRERES sa,SAVATON Marie Christine,Route départementale 751 -   Les Levées de la Loire,ST PIERRE DES CORPS,37700,FR,SOCIETE METALLURGIQUE LIOTARD FRERES sa,Facture originale électronique à,lmetzger@smlf.fr,.,FR,003IV000010tPaFYAU,003IV000010tPaFYAU,006ci00000SrNQNAA3
001IV000015RhU3YAK,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,marc.bonnafous@lacooperativewelcoop.com,Redevance 2026,false,,,D'MEDICA sa,Service Comptabilité,4 rue Jean Giono -   BP 10063,BALMA Cedex,31133,FR,D'MEDICA sa,Facture originale électronique à,marc.bonnafous@lacooperativewelcoop.com,.,FR,003IV000010t1u6YAA,003IV000010t1u8YAA,006ci00000SrNQOAA3
001IV000015RewFYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,marion.bougeard@maison-colibri.com,Redevance 2026,false,,,COLIBRI sasu,,2 Route de Marennes,PONS,17800,FR,COLIBRI sasu,Facture originale électronique à,marion.bougeard@maison-colibri.com,.,FR,003IV000010tIiVYAU,003IV000010tRUFYA2,006ci00000SrNQPAA3
001IV000015S2ePYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,mdesablin@flip.fr,Redevance 2026,false,,,FLIP sas,,ZI rue Pierre Et Marie Curie,GONDECOURT,59147,FR,FLIP sas,Facture originale électronique à,mdesablin@flip.fr,.,FR,003IV000010tIelYAE,003IV000010tIelYAE,006ci00000SrNQQAA3
001IV000015S50RYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,metso.fr105@bscs.basware.com,Redevance 2026,true,,2026-01-01,METSO FRANCE SAS,RH,41 Rue de la République 71000 MACON,MACON,69830,FR,METSO FRANCE SAS,Facture originale électronique à,metso.fr105@bscs.basware.com,.,FR,003IV000010t3wmYAA,003IV000010t3wmYAA,006ci00000SrNQRAA3
001IV000015SAHwYAO,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,mgrelier@cetih.eu,Redevance 2026,false,,,CETIH DEVELOPPEMENT sas,,2 rue Gustave Eiffel - BP 41,MACHECOUL-SAINT-MEME,44270,FR,CETIH DEVELOPPEMENT sas,Facture originale électronique à,mgrelier@cetih.eu,.,FR,003IV000010tTtEYAU,003IV000010tTtEYAU,006ci00000SrNQSAA3
001IV000015RuolYAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,60 days,Email,Transfer,mhcs.comptafrs@moethennessy.com,Redevance 2026,true,,2026-01-01,MHCS sa,,9 avenue de Champagne,EPERNAY CEDEX,51207,FR,MHCS sa,Facture originale électronique à,mhcs.comptafrs@moethennessy.com,.,FR,003IV000010tHInYAM,003IV000010tHInYAM,006ci00000SrNQTAA3
001IV000015RuomYAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,60 days,Email,Transfer,mhcs.comptafrs@moethennessy.com,Redevance 2026,true,,2026-01-01,MHCS sa,,9 avenue de Champagne,EPERNAY,51200,FR,MHCS sa,Facture originale électronique à,mhcs.comptafrs@moethennessy.com,.,FR,003IV000010tHInYAM,003IV000010tHInYAM,006ci00000SrNQUAA3
001IV000015S8idYAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,mlc-demat-frn@maitres-laitiers.fr,Redevance 2026,false,,,COOPERATIVE AGRICOLE LAITIERE LES MAITRES LAITIERS DU COTENTIN,,8 Route de Valognes,SOTTEVAST,50260,FR,LES MAITRES LAITIERS DU COTENTIN,Facture originale électronique à,mlc-demat-frn@maitres-laitiers.fr,.,FR,003IV000010s6R1YAI,003IV000018MJ4DYAW,006ci00000SrNQVAA3
001IV000015S85yYAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,m-perchoc@bruneau.fr,Redevance 2026,false,,,JM BRUNEAU sas,,19 avenue de la Baltique,VILLEBON SUR YVETTE,91140,FR,JM BRUNEAU sas,Facture originale électronique à,m-perchoc@bruneau.fr,.,FR,003IV000010tRdaYAE,003IV000010tRdaYAE,006ci00000SrNQWAA3
