Type de commande,*,Date,À ce jour,Période,Période de taxe,Type,Numéro de document,Customer Name,Compte,Mémo,Montant,SF External ID,Article,Statut,Montant (hors taxe),Montant payé,Devise,Numéro de facture,Commande client,SF Customer ID,Montant (taxe totale de la transaction),Montant (Total de la transaction),Tax Amount,Item Amount TTC,Created From ID,Quantité,Nature,Nature de la transaction,Nature,Tax Amount,Montant (taxe),Created From SF ID,File Internal ID,File Name,File Size KB,File Folder,File Type,File URL,File External ID,File Desc,File Created Date
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000040,PRKI-01081 PARKER INTERIM,2400 Deferred Revenue,Pack ETT - Abonnement Light annuel,1716.00,,Abonnement Light - Annuel 2026,Payé en totalité,1716.00,.00,EUR,Facture #2026000040, ,001IV000015EvIWYA0,343.20,2059.20,,ERREUR : champ non trouvé,303634,1,,,Usage,,343.20,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000041,PRES-00528 PRESTIM,2400 Deferred Revenue,Pack ETT - Abonnement Light annuel,1716.00,,Abonnement Light - Annuel 2026,Payé en totalité,1716.00,.00,EUR,Facture #2026000041, ,001IV000015EtPBYA0,343.20,2059.20,,ERREUR : champ non trouvé,303632,1,,,Usage,,343.20,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000042,RELA-00300 RELAIS POUR L'AVENIR (Association),2400 Deferred Revenue,Pack ETT Light - Abonnement annuel (ETTI - EATT - ESAT),858.00,,Abonnement ETTi Light - Annuel 2026,Payé en totalité,858.00,.00,EUR,Facture #2026000042, ,001IV000015EwY5YAK,171.60,1029.60,,ERREUR : champ non trouvé,303771,1,,,Usage,,171.60,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000043,PTNE-01473 PARTENAIRES EMPLOI,4110 Revenue - Usage,Pack ETT - Abonnement Light mensuel,143.00,,Abonnement Light - Mensuel 2026,Payé en totalité,143.00,.00,EUR,Facture #2026000043, ,001IV000015EwWpYAK,28.60,171.60,,ERREUR : champ non trouvé,303213,1,,,Usage,,28.60,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000044,RIVE-00240 RIVERCHELLES,2400 Deferred Revenue,Pack ETT - Abonnement Light annuel,1716.00,,Abonnement Light - Annuel 2026,Ouvert,1716.00,.00,EUR,Facture #2026000044, ,001IV000015EtOoYAK,343.20,2059.20,,ERREUR : champ non trouvé,303773,1,,,Usage,,343.20,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000045,RIMA-00649 INTERIMA (Montluçon),4110 Revenue - Usage,Pack ETT - Abonnement Light mensuel,143.00,,Abonnement Light - Mensuel 2026,Payé en totalité,143.00,.00,EUR,Facture #2026000045, ,001IV000015EvIsYAK,28.60,171.60,,ERREUR : champ non trouvé,303220,1,,,Usage,,28.60,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000046,SCIE-00548 SCIENTECH INTERIM,2400 Deferred Revenue,Pack ETT - Abonnement Light annuel,1716.00,,Abonnement Light - Annuel 2026,Payé en totalité,1716.00,.00,EUR,Facture #2026000046, ,001IV000015EwX4YAK,343.20,2059.20,,ERREUR : champ non trouvé,303643,1,,,Usage,,343.20,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000047,SAFI-00972 SAPHORES FINANCES,4110 Revenue - Usage,Pack ETT - Abonnement Standard mensuel,256.00,,Abonnement Standard - Mensuel 2026,Payé en totalité,256.00,.00,EUR,Facture #2026000047, ,001IV000015ERwWYAW,51.20,307.20,,ERREUR : champ non trouvé,303044,1,,,Usage,,51.20,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000048,SFRT-01239 SOFRATT,2400 Deferred Revenue,Pack ETT - Abonnement Light annuel,1716.00,,Abonnement Light - Annuel 2026,Payé en totalité,1716.00,.00,EUR,Facture #2026000048, ,001IV000015EtNOYA0,343.20,2059.20,,ERREUR : champ non trouvé,303776,1,,,Usage,,343.20,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000049,SEEI-00981 SECOURS EMPLOI INTERIM,2400 Deferred Revenue,Pack ETT Light - Abonnement annuel (ETTI - EATT - ESAT),858.00,,Abonnement ETTi Light - Annuel 2026,Payé en totalité,858.00,.00,EUR,Facture #2026000049, ,001IV000015EtORYA0,171.60,1029.60,,ERREUR : champ non trouvé,303646,1,,,Usage,,171.60,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000050,SOFX-00019 SOFITEX,2400 Deferred Revenue,Pack ETT - Abonnement Standard annuel,3072.00,,Abonnement Standard - Annuel 2026,Payé en totalité,3072.00,.00,EUR,Facture #2026000050, ,001IV000015EWbKYAW,614.40,3686.40,,ERREUR : champ non trouvé,303784,1,,,Usage,,614.40,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000051,SLAZ-00274 SAINT LAZARE INTERIM,2400 Deferred Revenue,Pack ETT - Abonnement Light annuel,1716.00,,Abonnement Light - Annuel 2026,Payé en totalité,1716.00,.00,EUR,Facture #2026000051, ,001IV000015EwXwYAK,343.20,2059.20,,ERREUR : champ non trouvé,303782,1,,,Usage,,343.20,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000052,SPDI-01448 SPEED INTERIM,2400 Deferred Revenue,Pack ETT - Abonnement Light annuel,1716.00,,Abonnement Light - Annuel 2026,Ouvert,1716.00,.00,EUR,Facture #2026000052, ,001IV000015EtOAYA0,343.20,2059.20,,ERREUR : champ non trouvé,303786,1,,,Usage,,343.20,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000053,SOLA-00761 SOLANO INVESTISSEMENTS (CHRONO INTERIM),4110 Revenue - Usage,Pack ETT - Abonnement Standard mensuel,256.00,,Abonnement Standard - Mensuel 2026,Payé en totalité,256.00,.00,EUR,Facture #2026000053, ,001IV000015EtP1YAK,51.20,307.20,,ERREUR : champ non trouvé,303050,1,,,Usage,,51.20,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000054,TIKE-01116 TIKERNÉRH,4110 Revenue - Usage,Pack ETT - Abonnement Light mensuel,143.00,,Abonnement Light - Mensuel 2026,Payé en totalité,143.00,.00,EUR,Facture #2026000054, ,001IV000015EwWUYA0,28.60,171.60,,ERREUR : champ non trouvé,303234,1,,,Usage,,28.60,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000055,TGHF-01237 TARGETT PORT ROYAL,2400 Deferred Revenue,Pack ETT - Abonnement Light annuel,1716.00,,Abonnement Light - Annuel 2026,Ouvert,1716.00,.00,EUR,Facture #2026000055, ,001IV000015EtNQYA0,343.20,2059.20,,ERREUR : champ non trouvé,303797,1,,,Usage,,343.20,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000056,ABAL-00547 ABALONE FRANCE,2400 Deferred Revenue,Pack ETT - Abonnement Standard annuel,3072.00,,Abonnement Standard - Annuel 2026,Ouvert,3072.00,.00,EUR,Facture #2026000056, ,001IV000015DcKbYAK,614.40,3686.40,,ERREUR : champ non trouvé,303269,1,,,Usage,,614.40,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000057,ABEM-00859 ABOUTIR EMPLOI,4110 Revenue - Usage,Pack ETT - Abonnement Light mensuel,143.00,,Abonnement Light - Mensuel 2026,Payé en totalité,143.00,.00,EUR,Facture #2026000057, ,001IV000015EvIYYA0,28.60,171.60,,ERREUR : champ non trouvé,302896,1,,,Usage,,28.60,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000058,ABNR-01366 ABN RECRUTEMENT,4110 Revenue - Usage,Pack ETT - Abonnement Light mensuel,143.00,,Abonnement Light - Mensuel 2026,Payé en totalité,143.00,.00,EUR,Facture #2026000058, ,001IV000015EtNiYAK,28.60,171.60,,ERREUR : champ non trouvé,302898,1,,,Usage,,28.60,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000059,ABLT-01093 AU BOULOT,4110 Revenue - Usage,Pack ETT - Abonnement Light mensuel,143.00,,Abonnement Light - Mensuel 2026,Payé en totalité,143.00,.00,EUR,Facture #2026000059, ,001IV000015EtOjYAK,28.60,171.60,,ERREUR : champ non trouvé,302897,1,,,Usage,,28.60,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000060,ACBO-00720 ACTI'V EMPLOI - BONNEVILLE,2400 Deferred Revenue,Pack ETT - Abonnement Light annuel,1716.00,,Abonnement Light - Annuel 2026,Ouvert,1716.00,.00,EUR,Facture #2026000060, ,001IV000015EwYNYA0,343.20,2059.20,,ERREUR : champ non trouvé,303273,1,,,Usage,,343.20,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000061,ACAN-00721 ACTI'V ANNECY,2400 Deferred Revenue,Pack ETT - Abonnement Light annuel,1716.00,,Abonnement Light - Annuel 2026,Ouvert,1716.00,.00,EUR,Facture #2026000061, ,001IV000015EvJ0YAK,343.20,2059.20,,ERREUR : champ non trouvé,303271,1,,,Usage,,343.20,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000062,ACCI-02006 ACCESS INTERIM sarl,4110 Revenue - Usage,Pack ETT - Abonnement Light mensuel,143.00,,Abonnement Light - Mensuel 2026,Payé en totalité,143.00,.00,EUR,Facture #2026000062, ,001IV000015EtPqYAK,28.60,171.60,,ERREUR : champ non trouvé,303060,1,,,Usage,,28.60,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000063,ACCL-00818 ACTI'V CLUSES,2400 Deferred Revenue,Pack ETT - Abonnement Light annuel,1716.00,,Abonnement Light - Annuel 2026,Ouvert,1716.00,.00,EUR,Facture #2026000063, ,001IV000015EwYKYA0,343.20,2059.20,,ERREUR : champ non trouvé,303274,1,,,Usage,,343.20,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000064,ACIN-02077 A.C. INVEST (CELEST),4110 Revenue - Usage,Pack ETT - Abonnement Light mensuel,143.00,,Abonnement Light - Mensuel 2026,Payé en totalité,143.00,.00,EUR,Facture #2026000064, ,001IV00001M0tlhYAB,28.60,171.60,,ERREUR : champ non trouvé,303398,1,,,Usage,,28.60,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000065,ACLA-00819 ACTI'V LAROCHE,2400 Deferred Revenue,Pack ETT - Abonnement Light annuel,1716.00,,Abonnement Light - Annuel 2026,Ouvert,1716.00,.00,EUR,Facture #2026000065, ,001IV000015EvIJYA0,343.20,2059.20,,ERREUR : champ non trouvé,303275,1,,,Usage,,343.20,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000066,ACMG-01268 ACMG INTERIM,4110 Revenue - Usage,Pack ETT - Abonnement Standard mensuel,256.00,,Abonnement Standard - Mensuel 2026,Payé en totalité,256.00,.00,EUR,Facture #2026000066, ,001IV000015EtOiYAK,51.20,307.20,,ERREUR : champ non trouvé,302899,1,,,Usage,,51.20,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000067,ACRE-01075 AC RECRUTEMENT,2400 Deferred Revenue,Pack ETT - Abonnement Light annuel,1716.00,,Abonnement Light - Annuel 2026,Ouvert,1716.00,.00,EUR,Facture #2026000067, ,001IV000015Eu0fYAC,343.20,2059.20,,ERREUR : champ non trouvé,303276,1,,,Usage,,343.20,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000068,ACSI-01504 ACS INTERIM,4110 Revenue - Usage,Pack ETT - Abonnement Light mensuel,143.00,,Abonnement Light - Mensuel 2026,Payé en totalité,143.00,.00,EUR,Facture #2026000068, ,001IV000015EvHvYAK,28.60,171.60,,ERREUR : champ non trouvé,302900,1,,,Usage,,28.60,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000069,ACSU-00943 ACCESUD,4110 Revenue - Usage,Pack ETT - Abonnement Light mensuel,143.00,,Abonnement Light - Mensuel 2026,Payé en totalité,143.00,.00,EUR,Facture #2026000069, ,001IV000015EvISYA0,28.60,171.60,,ERREUR : champ non trouvé,302901,1,,,Usage,,28.60,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000070,ACTH-01107 ACTHIMUM sas,4110 Revenue - Usage,Pack ETT - Abonnement Light mensuel,143.00,,Abonnement Light - Mensuel 2026,Payé en totalité,143.00,.00,EUR,Facture #2026000070, ,001IV000015EY52YAG,28.60,171.60,,ERREUR : champ non trouvé,303063,1,,,Usage,,28.60,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000071,ACTO-00671 ACTO INTERIM - LSH (ex LS GUERET),2400 Deferred Revenue,Pack ETT - Abonnement Light annuel,1716.00,,Abonnement Light - Annuel 2026,Payé en totalité,1716.00,.00,EUR,Facture #2026000071, ,001IV000015Ev3rYAC,343.20,2059.20,,ERREUR : champ non trouvé,303277,1,,,Usage,,343.20,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000072,ACTT-00247 ACTUA,4110 Revenue - Usage,Pack ETT - Abonnement Standard mensuel,256.00,,Abonnement Standard - Mensuel 2026,Payé en totalité,256.00,.00,EUR,Facture #2026000072, ,001IV000015Ev47YAC,51.20,307.20,,ERREUR : champ non trouvé,302902,1,,,Usage,,51.20,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000073,ACTT-01260 ACE EMPLOI (ex.ACE TRAVAIL TEMPORAIRE),2400 Deferred Revenue,Pack ETT - Abonnement Light annuel,1716.00,,Abonnement Light - Annuel 2026,Payé en totalité,1716.00,.00,EUR,Facture #2026000073, ,001IV000015EtNYYA0,343.20,2059.20,,ERREUR : champ non trouvé,303278,1,,,Usage,,343.20,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000074,ADEF-00757 ADEF +,2400 Deferred Revenue,Pack ETT Light - Abonnement annuel (ETTI - EATT - ESAT),858.00,,Abonnement ETTi Light - Annuel 2026,Payé en totalité,858.00,.00,EUR,Facture #2026000074, ,001IV000015EtPUYA0,171.60,1029.60,,ERREUR : champ non trouvé,303279,1,,,Usage,,171.60,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000075,ADER-00767 ADERIM,4110 Revenue - Usage,Pack ETT - Abonnement Light mensuel,143.00,,Abonnement Light - Mensuel 2026,Payé en totalité,143.00,.00,EUR,Facture #2026000075, ,001IV000015EvIwYAK,28.60,171.60,,ERREUR : champ non trouvé,302905,1,,,Usage,,28.60,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000076,ADIC-00530 ADICE SUD OUEST,2400 Deferred Revenue,Pack ETT - Abonnement Light annuel,1716.00,,Abonnement Light - Annuel 2026,Ouvert,1716.00,.00,EUR,Facture #2026000076, ,001IV000015EwYEYA0,343.20,2059.20,,ERREUR : champ non trouvé,303280,1,,,Usage,,343.20,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000077,ADII-00810 ADIS INTERIM,2400 Deferred Revenue,Pack ETT - Abonnement Light annuel,1716.00,,Abonnement Light - Annuel 2026,Payé en totalité,1716.00,.00,EUR,Facture #2026000077, ,001IV000015EtNvYAK,343.20,2059.20,,ERREUR : champ non trouvé,303281,1,,,Usage,,343.20,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000078,ADIS-00665 INSER ADIS,2400 Deferred Revenue,Pack ETT Light - Abonnement annuel (ETTI - EATT - ESAT),858.00,,Abonnement ETTi Light - Annuel 2026,Payé en totalité,858.00,.00,EUR,Facture #2026000078, ,001IV000015EtPNYA0,171.60,1029.60,,ERREUR : champ non trouvé,303282,1,,,Usage,,171.60,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000079,ADRI-01177 ADRIAL,2400 Deferred Revenue,Pack ETT Light - Abonnement annuel (ETTI - EATT - ESAT),858.00,,Abonnement ETTi Light - Annuel 2026,Ouvert,858.00,.00,EUR,Facture #2026000079, ,001IV000015EwYRYA0,171.60,1029.60,,ERREUR : champ non trouvé,303283,1,,,Usage,,171.60,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000080,ADSO-01292 ADEQUAT SOLUTIONS RH,2400 Deferred Revenue,Pack ETT - Abonnement Light annuel,1716.00,,Abonnement Light - Annuel 2026,Ouvert,1716.00,.00,EUR,Facture #2026000080, ,001IV000015QLa5YAG,145.86,1861.86,,ERREUR : champ non trouvé,303073,1,,,Usage,,145.86,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000081,ADWO-00262 ADWORKS TRAVAIL TEMPORAIRE,2400 Deferred Revenue,Pack ETT - Abonnement Standard annuel,3072.00,,Abonnement Standard - Annuel 2026,Ouvert,3072.00,.00,EUR,Facture #2026000081, ,001IV000015EvIbYAK,614.40,3686.40,,ERREUR : champ non trouvé,303074,1,,,Usage,,614.40,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000082,AD31-01499 AIDAL 31,4110 Revenue - Usage,Pack ETT Light - Abonnement mensuel (ETTI - EATT - ESAT),71.00,,Abonnement ETTi Light - Mensuel,Payé en totalité,71.00,.00,EUR,Facture #2026000082, ,001IV000015EtPEYA0,14.20,85.20,,ERREUR : champ non trouvé,302903,1,,,Usage,,14.20,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000083,AEC9-01193 ARIEGE EMPLOI CARRIERE 09,4110 Revenue - Usage,Pack ETT - Abonnement Light mensuel,143.00,,Abonnement Light - Mensuel 2026,Payé en totalité,143.00,.00,EUR,Facture #2026000083, ,001IV000015Ev44YAC,28.60,171.60,,ERREUR : champ non trouvé,302906,1,,,Usage,,28.60,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000084,AERH-01858 ALTER EGO RH,4110 Revenue - Usage,Pack ETT - Abonnement Light mensuel,143.00,,Abonnement Light - Mensuel 2026,Payé en totalité,143.00,.00,EUR,Facture #2026000084, ,001IV000015EvJBYA0,28.60,171.60,,ERREUR : champ non trouvé,302908,1,,,Usage,,28.60,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000085,AGIR-00791 ALLIA INTERIM : ALLIA INTERIM : AGIR INTERIM - FRATICELLI INTERIM sarl,2400 Deferred Revenue,Pack ETT - Abonnement Light annuel,1716.00,,Abonnement Light - Annuel 2026,Payé en totalité,1716.00,.00,EUR,Facture #2026000085, ,001IV000015EsS8YAK,343.20,2059.20,,ERREUR : champ non trouvé,303075,1,,,Usage,,343.20,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000086,AGRE-00945 TEAM EMPLOI (AG RECRUTEMENT),2400 Deferred Revenue,Pack ETT - Abonnement Standard annuel,3072.00,,Abonnement Standard - Annuel 2026,Payé en totalité,3072.00,.00,EUR,Facture #2026000086, ,001IV000015EvIQYA0,614.40,3686.40,,ERREUR : champ non trouvé,303077,1,,,Usage,,614.40,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000087,AGRO-00588 AGRO INTERIM,4110 Revenue - Usage,Pack ETT - Abonnement Standard mensuel,256.00,,Abonnement Standard - Mensuel 2026,Payé en totalité,256.00,.00,EUR,Facture #2026000087, ,001IV000015EwX7YAK,51.20,307.20,,ERREUR : champ non trouvé,302909,1,,,Usage,,51.20,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000088,AGRT-01241 AGRI TEAM,4110 Revenue - Usage,Pack ETT - Abonnement Light mensuel,143.00,,Abonnement Light - Mensuel 2026,Payé en totalité,143.00,.00,EUR,Facture #2026000088, ,001IV000015Ev3GYAS,28.60,171.60,,ERREUR : champ non trouvé,302910,1,,,Usage,,28.60,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000089,AHGE-02036 A2H GESTION,4110 Revenue - Usage,Pack ETT - Abonnement Light mensuel,143.00,,Abonnement Light - Mensuel 2026,Payé en totalité,143.00,.00,EUR,Facture #2026000089, ,001IV00001H2xWQYAZ,28.60,171.60,,ERREUR : champ non trouvé,303395,1,,,Usage,,28.60,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000090,AI69-01224 ATHENA INTERIM 69,4110 Revenue - Usage,Pack ETT - Abonnement Light mensuel,143.00,,Abonnement Light - Mensuel 2026,Payé en totalité,143.00,.00,EUR,Facture #2026000090, ,001IV000015EwXfYAK,28.60,171.60,,ERREUR : champ non trouvé,302911,1,,,Usage,,28.60,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000091,AKEL-00747 AKELA,2400 Deferred Revenue,Pack ETT - Abonnement Light annuel,1716.00,,Abonnement Light - Annuel 2026,Payé en totalité,1716.00,.00,EUR,Facture #2026000091, ,001IV000015EvJ2YAK,343.20,2059.20,,ERREUR : champ non trouvé,303078,1,,,Usage,,343.20,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000092,ALEM-00722 ALLIANCE EMPLOI,2400 Deferred Revenue,Pack ETT - Abonnement Light annuel,1716.00,,Abonnement Light - Annuel 2026,Ouvert,1716.00,.00,EUR,Facture #2026000092, ,001IV000015EtPWYA0,343.20,2059.20,,ERREUR : champ non trouvé,303079,1,,,Usage,,343.20,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000093,ALEZ-01327 ALEZI,2400 Deferred Revenue,Pack ETT Light - Abonnement annuel (ETTI - EATT - ESAT),858.00,,Abonnement ETTi Light - Annuel 2026,Payé en totalité,858.00,.00,EUR,Facture #2026000093, ,001IV000015EwXMYA0,171.60,1029.60,,ERREUR : champ non trouvé,303080,1,,,Usage,,171.60,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000094,ALFI-00804 ALFA INTERIM,4110 Revenue - Usage,Pack ETT - Abonnement Light mensuel,143.00,,Abonnement Light - Mensuel 2026,Payé en totalité,143.00,.00,EUR,Facture #2026000094, ,001IV000015EwXbYAK,28.60,171.60,,ERREUR : champ non trouvé,302993,1,,,Usage,,28.60,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000095,ALLI-00036 ALLIANCE GROUPE - AFIGEST (Financiere du Val de Reuil ex GIE),4110 Revenue - Usage,Pack ETT - Abonnement Standard mensuel,256.00,,Abonnement Standard - Mensuel 2026,Payé en totalité,256.00,.00,EUR,Facture #2026000095, ,001IV000015EvHqYAK,51.20,307.20,,ERREUR : champ non trouvé,302994,1,,,Usage,,51.20,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000096,ALLN-00833 ALLIA INTERIM,2400 Deferred Revenue,Pack ETT - Abonnement Light annuel,1716.00,,Abonnement Light - Annuel 2026,Payé en totalité,1716.00,.00,EUR,Facture #2026000096, ,001IV000015Ev3lYAC,343.20,2059.20,,ERREUR : champ non trouvé,303082,1,,,Usage,,343.20,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000097,ALPI-00879 ALLIANCE PERSONNEL INTERIM,2400 Deferred Revenue,Pack ETT - Abonnement Light annuel,1716.00,,Abonnement Light - Annuel 2026,Ouvert,1716.00,.00,EUR,Facture #2026000097, ,001IV000015EtO5YAK,343.20,2059.20,,ERREUR : champ non trouvé,303083,1,,,Usage,,343.20,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000098,ALPL-01066 ALEMPLOI,2400 Deferred Revenue,Pack ETT - Abonnement Light annuel,1716.00,,Abonnement Light - Annuel 2026,Payé en totalité,1716.00,.00,EUR,Facture #2026000098, ,001IV000015EwXlYAK,343.20,2059.20,,ERREUR : champ non trouvé,303084,1,,,Usage,,343.20,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000099,ALSP-01026 ALSACE PERSONNEL,2400 Deferred Revenue,Pack ETT - Abonnement Light annuel,1716.00,,Abonnement Light - Annuel 2026,Payé en totalité,1716.00,.00,EUR,Facture #2026000099, ,001IV000015Ev42YAC,343.20,2059.20,,ERREUR : champ non trouvé,303086,1,,,Usage,,343.20,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000100,ALTC-01833 ALTER EGO-(ALTER&CO),4110 Revenue - Usage,Pack ETT - Abonnement Light mensuel,143.00,,Abonnement Light - Mensuel 2026,Payé en totalité,143.00,.00,EUR,Facture #2026000100, ,001IV000015EvIOYA0,12.16,155.16,,ERREUR : champ non trouvé,302995,1,,,Usage,,12.16,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000101,ALTE-00532 ALTERNATIVE INVEST (ex.ALTERNATIVE TT),4110 Revenue - Usage,Pack ETT - Abonnement Light mensuel,143.00,,Abonnement Light - Mensuel 2026,Payé en totalité,143.00,.00,EUR,Facture #2026000101, ,001IV000015EtOuYAK,28.60,171.60,,ERREUR : champ non trouvé,302996,1,,,Usage,,28.60,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000102,ALTI-00531 ALTITUDE TECHNIQUE AGENCEMENT - ATA,2400 Deferred Revenue,Pack ETT - Abonnement Standard annuel,3072.00,,Abonnement Standard - Annuel 2026,Payé en totalité,3072.00,.00,EUR,Facture #2026000102, ,001IV000015EwYBYA0,614.40,3686.40,,ERREUR : champ non trouvé,303087,1,,,Usage,,614.40,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000103,ALTO-01311 ALTO,4110 Revenue - Usage,Pack ETT - Abonnement Light mensuel,143.00,,Abonnement Light - Mensuel 2026,Payé en totalité,143.00,.00,EUR,Facture #2026000103, ,001IV000015EtNPYA0,28.60,171.60,,ERREUR : champ non trouvé,302997,1,,,Usage,,28.60,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000104,ALTR-01205 ALTERIA,2400 Deferred Revenue,Pack ETT - Abonnement Light annuel,1716.00,,Abonnement Light - Annuel 2026,Payé en totalité,1716.00,.00,EUR,Facture #2026000104, ,001IV000015EvHzYAK,343.20,2059.20,,ERREUR : champ non trouvé,303088,1,,,Usage,,343.20,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000105,ALTR-01938 ALTAIR INTERIM,2400 Deferred Revenue,Pack ETT Light - Abonnement annuel (ETTI - EATT - ESAT),858.00,,Abonnement ETTi Light - Annuel 2026,Payé en totalité,858.00,.00,EUR,Facture #2026000105, ,001IV000015EQaYYAW,171.60,1029.60,,ERREUR : champ non trouvé,303893,1,,,Usage,,171.60,,,,,,,,,, 
, ,05/01/2026,,Jan 2026,Jan 2026,Facture,2026000106,AMMO-00765 AMMO INTERIM,2400 Deferred Revenue,Pack ETT - Abonnement Light annuel,1716.00,,Abonnement Light - Annuel 2026,Payé en totalité,1716.00,.00,EUR,Facture #2026000106, ,001IV000015EtPbYAK,343.20,2059.20,,ERREUR : champ non trouvé,303089,1,,,Usage,,343.20,,,,,,,,,, 
